Event.Date,Injury.Severity,Aircraft.damage,Make,Model,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Total.Fatal.Serious,Total.People,Critical.Injury.Rate,Plane.Destroyed,Aircraft.Type
2022-08-13,Fatal,Unknown,Cessna,T207A,1.0,,Other Work Use,2.0,3.0,2.0,0.0,VMC,5.0,7.0,0.7142857142857143,False,Cessna T207A
2022-08-13,Non-Fatal,Substantial,Aero Commander,100-180,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Aero Commander 100-180
2022-08-14,Non-Fatal,Substantial,Piper,PA-32-300,1.0,,Personal,0.0,0.0,0.0,4.0,,0.0,4.0,0.0,False,Piper PA-32-300
2022-08-14,Non-Fatal,Substantial,Cessna,L-19E,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Cessna L-19E
2022-08-15,Non-Fatal,Substantial,Piper,PA-28-140,1.0,,Personal,0.0,0.0,0.0,2.0,,0.0,2.0,0.0,False,Piper PA-28-140
2022-08-15,Fatal,Substantial,Aviat,A-1A,1.0,,Personal,2.0,0.0,0.0,0.0,VMC,2.0,2.0,1.0,False,Aviat A-1A
2022-08-15,Non-Fatal,Substantial,Piper,PA-28,1.0,,Personal,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Piper PA-28
2022-08-18,Fatal,Substantial,Cessna,152,1.0,,Personal,3.0,0.0,0.0,0.0,,3.0,3.0,1.0,False,Cessna 152
2022-08-18,Fatal,Destroyed,Cessna,340A,2.0,,Personal,3.0,0.0,0.0,0.0,,3.0,3.0,1.0,True,Cessna 340A
2022-08-18,Non-Fatal,Substantial,Beech,F33A,1.0,,Personal,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Beech F33A
2022-08-18,Non-Fatal,Substantial,Cessna,177RG,1.0,,Personal,0.0,0.0,0.0,3.0,,0.0,3.0,0.0,False,Cessna 177RG
2022-08-19,Non-Fatal,Substantial,Piper,PA-28-140,1.0,,Personal,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Piper PA-28-140
2022-08-19,Serious,,Boeing,737-824,2.0,,,0.0,0.0,1.0,169.0,VMC,0.0,170.0,0.0,False,Boeing 737-824
2022-08-20,Minor,Substantial,Boeing,A75N1,1.0,,Business,0.0,2.0,0.0,2.0,VMC,2.0,4.0,0.5,False,Boeing A75N1
2022-08-20,Minor,Substantial,Boeing,A75N1,1.0,,Business,0.0,2.0,0.0,2.0,VMC,2.0,4.0,0.5,False,Boeing A75N1
2022-08-20,Non-Fatal,Substantial,Cessna,150,1.0,,Instructional,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Cessna 150
2022-08-20,Non-Fatal,Substantial,Cessna,182Q,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Cessna 182Q
2022-08-21,Minor,Substantial,Beech,F33A,1.0,,Personal,0.0,2.0,0.0,0.0,VMC,2.0,2.0,1.0,False,Beech F33A
2022-08-22,Non-Fatal,Substantial,Taylorcraft,BC12-D1,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Taylorcraft BC12-D1
2022-08-23,Minor,Substantial,Piper,PA-30,2.0,,Personal,0.0,1.0,0.0,1.0,VMC,1.0,2.0,0.5,False,Piper PA-30
2022-08-23,Non-Fatal,Substantial,Champion,7GCBA,1.0,,Personal,0.0,0.0,0.0,2.0,,0.0,2.0,0.0,False,Champion 7GCBA
2022-08-23,Non-Fatal,Substantial,Cessna,180,1.0,Reciprocating,Other Work Use,0.0,0.0,0.0,4.0,VMC,0.0,4.0,0.0,False,Cessna 180
2022-08-24,Minor,Substantial,Cessna,150H,1.0,,Personal,0.0,2.0,0.0,0.0,VMC,2.0,2.0,1.0,False,Cessna 150H
2022-08-24,Minor,Substantial,Piper,PA28,1.0,Reciprocating,Instructional,0.0,2.0,0.0,0.0,VMC,2.0,2.0,1.0,False,Piper PA28
2022-08-24,Non-Fatal,Substantial,Cessna,T210L,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Cessna T210L
2022-08-25,Non-Fatal,Substantial,Cessna,172R,1.0,,Personal,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Cessna 172R
2022-08-26,Minor,Substantial,Cessna,152,1.0,,Instructional,0.0,1.0,0.0,1.0,VMC,1.0,2.0,0.5,False,Cessna 152
2022-08-27,Serious,Substantial,Boeing,A75N1(PT17),1.0,Reciprocating,Personal,0.0,1.0,1.0,0.0,VMC,1.0,2.0,0.5,False,Boeing A75N1(PT17)
2022-08-29,Non-Fatal,Substantial,Piper,PA-22-135,1.0,,Instructional,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Piper PA-22-135
2022-08-29,Serious,,Boeing,717-200,2.0,,,0.0,0.0,1.0,101.0,VMC,0.0,102.0,0.0,False,Boeing 717-200
2022-08-30,Non-Fatal,Substantial,Cessna,182K,1.0,,Instructional,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Cessna 182K
2022-08-31,Non-Fatal,Substantial,Beech,A36,1.0,,Personal,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Beech A36
2022-09-01,Fatal,Substantial,Cirrus,SR22,1.0,,Instructional,1.0,0.0,2.0,0.0,VMC,1.0,3.0,0.3333333333333333,False,Cirrus SR22
2022-09-01,Minor,Substantial,Cessna,P210N,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,2.0,2.0,1.0,False,Cessna P210N
2022-09-03,Non-Fatal,Substantial,Piper,PA-18-150,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Piper PA-18-150
2022-09-03,Non-Fatal,Substantial,Stinson,10A,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,0.0,3.0,0.0,False,Stinson 10A
2022-09-03,Non-Fatal,Substantial,Piper,PA28,1.0,,Personal,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Piper PA28
2022-09-03,Serious,Substantial,Cessna,180,1.0,,Personal,0.0,0.0,2.0,0.0,VMC,0.0,2.0,0.0,False,Cessna 180
2022-09-03,Non-Fatal,Substantial,Cessna,172,1.0,,Personal,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Cessna 172
2022-09-04,Fatal,Substantial,Beech,58,2.0,,Instructional,2.0,0.0,0.0,0.0,VMC,2.0,2.0,1.0,False,Beech 58
2022-09-04,Fatal,Substantial,De Havilland,DHC-3,1.0,,,10.0,0.0,0.0,0.0,VMC,10.0,10.0,1.0,False,De Havilland DHC-3
2022-09-04,Minor,Substantial,Cessna,180H,1.0,Reciprocating,Personal,0.0,1.0,0.0,1.0,VMC,1.0,2.0,0.5,False,Cessna 180H
2022-09-05,Fatal,Destroyed,Cessna,182P,1.0,,Personal,2.0,0.0,0.0,0.0,VMC,2.0,2.0,1.0,True,Cessna 182P
2022-09-05,Serious,Substantial,Cessna,177B,1.0,,Personal,0.0,0.0,2.0,0.0,,0.0,2.0,0.0,False,Cessna 177B
2022-09-07,Serious,Minor,Cessna,U206G,1.0,Reciprocating,,0.0,1.0,1.0,1.0,VMC,1.0,3.0,0.3333333333333333,False,Cessna U206G
2022-09-07,Non-Fatal,Substantial,Cessna,750,2.0,,Business,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Cessna 750
2022-09-07,Non-Fatal,Substantial,Cessna,152,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Cessna 152
2022-09-08,Minor,Unknown,Piper,PA-28R-200,1.0,,Instructional,0.0,2.0,0.0,0.0,VMC,2.0,2.0,1.0,False,Piper PA-28R-200
2022-09-09,Non-Fatal,Substantial,Cirrus,SF50,1.0,,Business,0.0,0.0,0.0,3.0,IMC,0.0,3.0,0.0,False,Cirrus SF50
2022-09-09,Non-Fatal,Substantial,Piper,PA32RT,1.0,,Personal,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Piper PA32RT
2022-09-09,Non-Fatal,Substantial,Cessna,U206,1.0,,,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Cessna U206
2022-09-09,Non-Fatal,Substantial,Piper,PA-39,2.0,,Personal,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Piper PA-39
2022-09-09,Non-Fatal,Substantial,Cirrus,SR20,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Cirrus SR20
2022-09-12,Minor,Substantial,Cessna,172M,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,2.0,2.0,1.0,False,Cessna 172M
2022-09-13,Fatal,Substantial,Piper,PA-46-310P,1.0,,Personal,2.0,0.0,0.0,0.0,IMC,2.0,2.0,1.0,False,Piper PA-46-310P
2022-09-14,Fatal,Destroyed,Piper,PA-28R-201,1.0,,Personal,2.0,0.0,0.0,0.0,VMC,2.0,2.0,1.0,True,Piper PA-28R-201
2022-09-14,Non-Fatal,Substantial,Piper,PA-28R-180,1.0,,Personal,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Piper PA-28R-180
2022-09-15,Non-Fatal,Substantial,Beech,M35,1.0,,Instructional,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Beech M35
2022-09-16,Minor,Substantial,Cessna,172L,1.0,,Personal,0.0,1.0,0.0,2.0,VMC,1.0,3.0,0.3333333333333333,False,Cessna 172L
2022-09-16,Minor,Substantial,Piper,PA-18-150,1.0,Reciprocating,Instructional,0.0,1.0,0.0,1.0,VMC,1.0,2.0,0.5,False,Piper PA-18-150
2022-09-17,Fatal,Destroyed,Cessna,172S,1.0,,Instructional,3.0,0.0,0.0,0.0,VMC,3.0,3.0,1.0,True,Cessna 172S
2022-09-17,Minor,Substantial,Rockwell,700,2.0,,Personal,0.0,1.0,0.0,3.0,VMC,1.0,4.0,0.25,False,Rockwell 700
2022-09-18,Non-Fatal,Unknown,Piper,PA-22-150,1.0,,Instructional,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Piper PA-22-150
2022-09-19,Fatal,Substantial,Champion,AERONCA 7AC,1.0,,Personal,2.0,0.0,0.0,0.0,VMC,2.0,2.0,1.0,False,Champion AERONCA 7AC
2022-09-19,Minor,Substantial,De Havilland,DHC-2,1.0,Reciprocating,,0.0,2.0,0.0,1.0,VMC,2.0,3.0,0.6666666666666666,False,De Havilland DHC-2
2022-09-20,Non-Fatal,Destroyed,Cessna,525B,2.0,,Business,0.0,0.0,0.0,10.0,,0.0,10.0,0.0,True,Cessna 525B
2022-09-22,Non-Fatal,,Airbus,A330-243,2.0,,,0.0,0.0,0.0,290.0,Unk,0.0,290.0,0.0,False,Airbus A330-243
2022-09-23,Minor,Substantial,Piper,PA-28RT-201,1.0,Reciprocating,Instructional,0.0,1.0,0.0,1.0,VMC,1.0,2.0,0.5,False,Piper PA-28RT-201
2022-09-25,Non-Fatal,Substantial,Cessna,150L,1.0,,Personal,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Cessna 150L
2022-09-26,Non-Fatal,Substantial,Cessna,414,2.0,,Personal,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Cessna 414
2022-09-26,Non-Fatal,Unknown,Piper,PA-28R-200,1.0,,Instructional,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Piper PA-28R-200
2022-09-27,Non-Fatal,Unknown,Cessna,550,2.0,,Business,0.0,0.0,0.0,2.0,,0.0,2.0,0.0,False,Cessna 550
2022-09-28,Fatal,Destroyed,Piper,PA-28-140,1.0,,Instructional,1.0,0.0,1.0,0.0,VMC,1.0,2.0,0.5,True,Piper PA-28-140
2022-09-28,Minor,Substantial,Cessna,140,1.0,,Instructional,0.0,2.0,0.0,0.0,,2.0,2.0,1.0,False,Cessna 140
2022-10-02,Fatal,Substantial,Cessna,172S,1.0,,Personal,3.0,0.0,0.0,0.0,IMC,3.0,3.0,1.0,False,Cessna 172S
2022-10-02,Non-Fatal,Substantial,Piper,PA 46-350P,1.0,,Personal,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Piper PA 46-350P
2022-10-02,Non-Fatal,Substantial,Champion,7KCAB,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Champion 7KCAB
2022-10-03,Minor,,Boeing,737,2.0,,,0.0,1.0,0.0,105.0,,1.0,106.0,0.009433962264150943,False,Boeing 737
2022-10-04,Non-Fatal,Substantial,Cessna,172S,1.0,,Instructional,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Cessna 172S
2022-10-05,Fatal,Destroyed,Beech,A36,1.0,,Business,2.0,0.0,0.0,0.0,IMC,2.0,2.0,1.0,True,Beech A36
2022-10-05,Non-Fatal,Substantial,Raytheon Aircraft Company,A36,1.0,,Personal,0.0,0.0,0.0,2.0,,0.0,2.0,0.0,False,Raytheon Aircraft Company A36
2022-10-06,Fatal,Substantial,Cessna,172,1.0,,Instructional,1.0,0.0,2.0,0.0,VMC,1.0,3.0,0.3333333333333333,False,Cessna 172
2022-10-08,Non-Fatal,Substantial,Cessna,177RG,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Cessna 177RG
2022-10-08,Non-Fatal,Substantial,Cessna,170B,1.0,,Personal,0.0,0.0,0.0,2.0,,0.0,2.0,0.0,False,Cessna 170B
2022-10-09,Minor,Substantial,Maule,MX-7-160,1.0,,Personal,0.0,1.0,0.0,2.0,,1.0,3.0,0.3333333333333333,False,Maule MX-7-160
2022-10-13,Non-Fatal,Substantial,Aero Commander,100,1.0,,Personal,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Aero Commander 100
2022-10-14,Non-Fatal,,Cessna,402,2.0,,,0.0,0.0,0.0,5.0,,0.0,5.0,0.0,False,Cessna 402
2022-10-15,Non-Fatal,Substantial,Diamond,DA 62,2.0,,Personal,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Diamond DA 62
2022-10-15,Non-Fatal,Substantial,Piper,PA-30,2.0,,Personal,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Piper PA-30
2022-10-15,Non-Fatal,Substantial,Piper,J3F-60,1.0,,Personal,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Piper J3F-60
2022-10-15,Non-Fatal,Substantial,Cessna,172P,1.0,,Instructional,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Cessna 172P
2022-10-15,Non-Fatal,Substantial,Mooney,M20E,1.0,,Personal,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Mooney M20E
2022-10-17,Fatal,,Cessna,172S,1.0,,Personal,1.0,0.0,0.0,3.0,VMC,1.0,4.0,0.25,False,Cessna 172S
2022-10-18,Fatal,Substantial,Beech,E-90,2.0,,Positioning,2.0,0.0,0.0,0.0,VMC,2.0,2.0,1.0,False,Beech E-90
2022-10-20,Serious,Destroyed,Beech,V35B,1.0,,Personal,0.0,0.0,1.0,1.0,VMC,0.0,2.0,0.0,True,Beech V35B
2022-10-21,Fatal,Destroyed,Beech,A24,1.0,,Personal,2.0,0.0,0.0,0.0,VMC,2.0,2.0,1.0,True,Beech A24
2022-10-23,Non-Fatal,Substantial,Cirrus,SR22,1.0,,Personal,0.0,0.0,0.0,5.0,VMC,0.0,5.0,0.0,False,Cirrus SR22
2022-10-23,Non-Fatal,Substantial,Piper,PA-28-235,1.0,,Personal,0.0,0.0,0.0,4.0,VMC,0.0,4.0,0.0,False,Piper PA-28-235
2022-10-26,Non-Fatal,Substantial,Piper,PA-22-160,1.0,,Instructional,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Piper PA-22-160
