Event.Date,Injury.Severity,Aircraft.damage,Make,Model,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Total.Fatal.Serious,Total.People,Critical.Injury.Rate,Plane.Destroyed,Aircraft.Type
2007-02-10,Incident,,Airbus,A300,2.0,Turbo Fan,,,,,2.0,,0.0,2.0,0.0,False,Airbus A300
2007-02-10,Non-Fatal,,Cessna,172,1.0,Reciprocating,Personal,,1.0,,4.0,VMC,1.0,5.0,0.2,False,Cessna 172
2007-02-11,Non-Fatal,Substantial,Piper,PA-12,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Piper PA-12
2007-02-14,Non-Fatal,Substantial,Cessna,172S,1.0,Reciprocating,Instructional,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna 172S
2007-02-16,Non-Fatal,Substantial,Cessna,172S,1.0,Reciprocating,Personal,,,,3.0,VMC,0.0,3.0,0.0,False,Cessna 172S
2007-02-17,Non-Fatal,Substantial,Piper,PA-28-181,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Piper PA-28-181
2007-02-17,Non-Fatal,Substantial,Luscombe,8A,1.0,Reciprocating,Personal,,,2.0,,VMC,0.0,2.0,0.0,False,Luscombe 8A
2007-02-23,Non-Fatal,Substantial,Piper,PA-12,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Piper PA-12
2007-02-23,Non-Fatal,Substantial,Piper,PA-22-150,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Piper PA-22-150
2007-02-24,Non-Fatal,Substantial,Cirrus,SR22,1.0,Reciprocating,Personal,,,3.0,,VMC,0.0,3.0,0.0,False,Cirrus SR22
2007-02-25,Non-Fatal,Substantial,Cessna,172,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna 172
2007-03-03,Non-Fatal,Substantial,Cessna,172S,1.0,Reciprocating,Instructional,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna 172S
2007-03-03,Non-Fatal,Substantial,Mooney,M20D,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Mooney M20D
2007-03-03,Non-Fatal,Substantial,Taylorcraft,BC12-D,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Taylorcraft BC12-D
2007-03-07,Non-Fatal,Substantial,Cessna,T210M,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna T210M
2007-03-07,Non-Fatal,Substantial,Mooney,M20J,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Mooney M20J
2007-03-07,Fatal(3),Destroyed,Piper,PA-28-235,1.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,VMC,3.0,3.0,1.0,True,Piper PA-28-235
2007-03-09,Non-Fatal,Substantial,Cessna,172N,1.0,Reciprocating,Personal,,,2.0,,VMC,0.0,2.0,0.0,False,Cessna 172N
2007-03-09,Fatal(2),Substantial,Beech,58,2.0,Reciprocating,Executive/Corporate,2.0,,,,VMC,2.0,2.0,1.0,False,Beech 58
2007-03-09,Non-Fatal,Substantial,Cessna,150,1.0,Reciprocating,Instructional,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna 150
2007-03-10,Non-Fatal,Substantial,Cessna,172,1.0,Reciprocating,Instructional,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna 172
2007-03-11,Non-Fatal,Substantial,Cessna,172R,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna 172R
2007-03-11,Non-Fatal,Substantial,Cirrus,SR-22,1.0,Reciprocating,Personal,,,,4.0,VMC,0.0,4.0,0.0,False,Cirrus SR-22
2007-03-11,Non-Fatal,Substantial,Cessna,177,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna 177
2007-03-12,Non-Fatal,Substantial,Bellanca,17-30A,1.0,Reciprocating,Personal,,,1.0,3.0,VMC,0.0,4.0,0.0,False,Bellanca 17-30A
2007-03-12,Non-Fatal,Substantial,Piper,PA-24-400,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Piper PA-24-400
2007-03-12,Non-Fatal,Substantial,Cessna,172K,1.0,Reciprocating,Personal,,,2.0,,VMC,0.0,2.0,0.0,False,Cessna 172K
2007-03-13,Non-Fatal,Substantial,Cessna,182H,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna 182H
2007-03-16,Non-Fatal,Substantial,Cessna,T210N,1.0,Reciprocating,Personal,,,,3.0,VMC,0.0,3.0,0.0,False,Cessna T210N
2007-03-18,Non-Fatal,Substantial,Cessna,150,1.0,Reciprocating,Personal,,,2.0,,VMC,0.0,2.0,0.0,False,Cessna 150
2007-03-22,Non-Fatal,Substantial,Cessna,172K,1.0,Reciprocating,Instructional,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna 172K
2007-03-24,Non-Fatal,Substantial,Piper,PA-28A-180C,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Piper PA-28A-180C
2007-03-24,Non-Fatal,Substantial,Stinson,108,1.0,Reciprocating,Personal,,,,4.0,VMC,0.0,4.0,0.0,False,Stinson 108
2007-03-24,Non-Fatal,Substantial,Beech,B24R,1.0,Reciprocating,Personal,,,,4.0,VMC,0.0,4.0,0.0,False,Beech B24R
2007-03-24,Fatal(3),Destroyed,Piper,PA-32R-301,1.0,Reciprocating,Personal,3.0,,,,IMC,3.0,3.0,1.0,True,Piper PA-32R-301
2007-03-26,Non-Fatal,Substantial,Learjet,36A,2.0,Turbo Fan,Public Aircraft,,,,2.0,IMC,0.0,2.0,0.0,False,Learjet 36A
2007-03-31,Non-Fatal,Substantial,Cessna,T206H,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna T206H
2007-04-06,Non-Fatal,Substantial,Beech,D50E,2.0,Reciprocating,Personal,,,,4.0,VMC,0.0,4.0,0.0,False,Beech D50E
2007-04-07,Incident,,Cirrus,SR20,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Cirrus SR20
2007-04-10,Non-Fatal,Substantial,Cessna,C-150G,1.0,Reciprocating,Instructional,,,2.0,,VMC,0.0,2.0,0.0,False,Cessna C-150G
2007-04-12,Non-Fatal,Substantial,Bombardier,CL-600-2B19,2.0,Turbo Fan,,,,,52.0,IMC,0.0,52.0,0.0,False,Bombardier CL-600-2B19
2007-04-13,Non-Fatal,Substantial,Cessna,320C,2.0,Reciprocating,Instructional,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna 320C
2007-04-13,Non-Fatal,Substantial,Piper,PA-31-350,2.0,Reciprocating,Personal,,,,3.0,VMC,0.0,3.0,0.0,False,Piper PA-31-350
2007-04-14,Non-Fatal,Substantial,Cessna,A185F,1.0,Reciprocating,Public Aircraft - State,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna A185F
2007-04-15,Non-Fatal,Substantial,Cessna,182E,1.0,Reciprocating,Personal,,,2.0,2.0,VMC,0.0,4.0,0.0,False,Cessna 182E
2007-04-17,Non-Fatal,Destroyed,Cessna,152,1.0,Reciprocating,Instructional,,,2.0,,VMC,0.0,2.0,0.0,True,Cessna 152
2007-04-19,Non-Fatal,Substantial,Cessna,172I,1.0,Reciprocating,Personal,,,2.0,1.0,VMC,0.0,3.0,0.0,False,Cessna 172I
2007-04-19,Non-Fatal,Substantial,Cessna,172B,1.0,Reciprocating,Personal,,,2.0,,VMC,0.0,2.0,0.0,False,Cessna 172B
2007-04-19,Fatal(2),Substantial,Cessna,U206G,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,IMC,2.0,2.0,1.0,False,Cessna U206G
2007-04-20,Non-Fatal,Substantial,Cessna,150E,1.0,Reciprocating,Instructional,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna 150E
2007-04-20,Fatal(3),Substantial,Cessna,182Q,1.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,VMC,3.0,3.0,1.0,False,Cessna 182Q
2007-04-20,Non-Fatal,Destroyed,Stinson,108-3,1.0,Reciprocating,Personal,,,2.0,,VMC,0.0,2.0,0.0,True,Stinson 108-3
2007-04-21,Non-Fatal,Substantial,Piper,PA-28-140,1.0,Reciprocating,Personal,,,1.0,1.0,VMC,0.0,2.0,0.0,False,Piper PA-28-140
2007-04-22,Non-Fatal,Substantial,Cessna,U206-C,1.0,Reciprocating,Business,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna U206-C
2007-04-24,Non-Fatal,Substantial,Maule,MXT-7-180,1.0,Reciprocating,Aerial Observation,,,,2.0,VMC,0.0,2.0,0.0,False,Maule MXT-7-180
2007-04-25,Non-Fatal,,Boeing,737-300,2.0,Turbo Fan,,,1.0,,102.0,IMC,1.0,103.0,0.009708737864077669,False,Boeing 737-300
2007-04-26,Non-Fatal,Substantial,Cessna,150L,1.0,Reciprocating,Instructional,,,1.0,1.0,VMC,0.0,2.0,0.0,False,Cessna 150L
2007-04-27,Non-Fatal,Substantial,Piper,PA-18,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Piper PA-18
2007-04-27,Non-Fatal,Substantial,Cessna,152,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna 152
2007-04-28,Non-Fatal,Substantial,Cessna,T206H,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna T206H
2007-04-28,Non-Fatal,Substantial,Cessna,150E,1.0,Reciprocating,Instructional,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna 150E
2007-04-28,Non-Fatal,Substantial,Cessna,150J,1.0,Reciprocating,Personal,,,3.0,,VMC,0.0,3.0,0.0,False,Cessna 150J
2007-04-29,Non-Fatal,Substantial,Cessna,180,1.0,Reciprocating,Personal,,,2.0,1.0,VMC,0.0,3.0,0.0,False,Cessna 180
2007-04-29,Non-Fatal,Substantial,Cessna,210D,1.0,Reciprocating,Personal,,1.0,2.0,,VMC,1.0,3.0,0.3333333333333333,False,Cessna 210D
2007-05-01,Non-Fatal,Substantial,Luscombe,8A,1.0,Reciprocating,Personal,,2.0,,,VMC,2.0,2.0,1.0,False,Luscombe 8A
2007-05-01,Non-Fatal,Substantial,Cessna,172P,1.0,Reciprocating,Instructional,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna 172P
2007-05-02,Incident,,Douglas,DC-10-30,3.0,Turbo Fan,,0.0,0.0,0.0,306.0,VMC,0.0,306.0,0.0,False,Douglas DC-10-30
2007-05-03,Non-Fatal,Substantial,Grumman,S-2B,2.0,Reciprocating,Positioning,,3.0,2.0,,VMC,3.0,5.0,0.6,False,Grumman S-2B
2007-05-03,Fatal(2),Destroyed,Cessna,S550,2.0,Turbo Jet,Personal,2.0,0.0,0.0,0.0,VMC,2.0,2.0,1.0,True,Cessna S550
2007-05-04,Non-Fatal,Substantial,Piper,PA-22,1.0,Reciprocating,Personal,,1.0,2.0,1.0,VMC,1.0,4.0,0.25,False,Piper PA-22
2007-05-04,Non-Fatal,Substantial,Piper,PA28R-201,1.0,Reciprocating,Instructional,,,,2.0,VMC,0.0,2.0,0.0,False,Piper PA28R-201
2007-05-04,Non-Fatal,Substantial,Piper,PA-28-181,1.0,Reciprocating,Personal,,,1.0,2.0,VMC,0.0,3.0,0.0,False,Piper PA-28-181
2007-05-04,Fatal(3),Substantial,Cessna,182Q,1.0,Reciprocating,Personal,3.0,,,,IMC,3.0,3.0,1.0,False,Cessna 182Q
2007-05-05,Non-Fatal,Substantial,Stinson,108,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Stinson 108
2007-05-06,Non-Fatal,Substantial,Piper,PA28-235,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Piper PA28-235
2007-05-09,Non-Fatal,Substantial,Cessna,172I,1.0,Reciprocating,Personal,,,1.0,1.0,VMC,0.0,2.0,0.0,False,Cessna 172I
2007-05-10,Non-Fatal,Substantial,Cessna,180,1.0,Reciprocating,Personal,,,,3.0,VMC,0.0,3.0,0.0,False,Cessna 180
2007-05-10,Non-Fatal,Substantial,Cessna,182S,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna 182S
2007-05-10,Non-Fatal,Substantial,Cessna,185,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna 185
2007-05-12,Non-Fatal,Substantial,Cessna,172M,1.0,Reciprocating,Personal,,,,3.0,VMC,0.0,3.0,0.0,False,Cessna 172M
2007-05-12,Non-Fatal,Substantial,Maule,MXT-7-180A,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Maule MXT-7-180A
2007-05-12,Non-Fatal,Substantial,Cessna,R172E,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna R172E
2007-05-12,Non-Fatal,Substantial,Aeronca,11AC,1.0,Reciprocating,Instructional,,,,2.0,VMC,0.0,2.0,0.0,False,Aeronca 11AC
2007-05-17,Non-Fatal,Substantial,Cessna,170B,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna 170B
2007-05-17,Non-Fatal,Destroyed,Maule,MXT-7-180A,1.0,Reciprocating,Personal,,1.0,1.0,,VMC,1.0,2.0,0.5,True,Maule MXT-7-180A
2007-05-18,Non-Fatal,Substantial,Douglas,DC-9-31,2.0,Turbo Jet,,0.0,0.0,0.0,99.0,VMC,0.0,99.0,0.0,False,Douglas DC-9-31
2007-05-18,Non-Fatal,Substantial,Piper,J3C,1.0,Reciprocating,Personal,,,1.0,1.0,VMC,0.0,2.0,0.0,False,Piper J3C
2007-05-22,Non-Fatal,Substantial,Cessna,421C,2.0,Reciprocating,,,,,5.0,VMC,0.0,5.0,0.0,False,Cessna 421C
2007-05-23,Non-Fatal,Substantial,Beech,76,2.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Beech 76
2007-05-24,Non-Fatal,Substantial,Piper,PA-44-180,2.0,Reciprocating,Instructional,,,,2.0,VMC,0.0,2.0,0.0,False,Piper PA-44-180
2007-05-24,Non-Fatal,Substantial,Cessna,172P,1.0,Reciprocating,Instructional,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna 172P
2007-05-25,Non-Fatal,Substantial,Luscombe,8A,1.0,Reciprocating,Instructional,,,1.0,1.0,VMC,0.0,2.0,0.0,False,Luscombe 8A
2007-05-25,Non-Fatal,Substantial,Champion,7EC,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Champion 7EC
2007-05-26,Non-Fatal,Substantial,Piper,PA-18,1.0,Reciprocating,Personal,,,1.0,1.0,VMC,0.0,2.0,0.0,False,Piper PA-18
2007-05-28,Non-Fatal,Substantial,Piper,PA-24-250,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Piper PA-24-250
2007-05-28,Non-Fatal,Substantial,Cessna,182S,1.0,Reciprocating,Personal,,,,4.0,VMC,0.0,4.0,0.0,False,Cessna 182S
2007-06-01,Non-Fatal,Substantial,Cessna,210F,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna 210F
2007-06-02,Non-Fatal,Substantial,Piper,PA-28R-200,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Piper PA-28R-200
2007-06-02,Non-Fatal,Destroyed,Cessna,172S,1.0,Reciprocating,Personal,,,3.0,,VMC,0.0,3.0,0.0,True,Cessna 172S
2007-06-03,Non-Fatal,Substantial,Cessna,182P,1.0,Reciprocating,Personal,,,,4.0,VMC,0.0,4.0,0.0,False,Cessna 182P
2007-06-03,Non-Fatal,Destroyed,Aviat,Husky A1-B,1.0,Reciprocating,Instructional,,2.0,,,VMC,2.0,2.0,1.0,True,Aviat Husky A1-B
2007-06-04,Incident,Minor,Learjet,36,2.0,Turbo Fan,Business,,,,2.0,,0.0,2.0,0.0,False,Learjet 36
2007-06-04,Fatal(6),Destroyed,Cessna,550,2.0,Turbo Fan,,6.0,,,,VMC,6.0,6.0,1.0,True,Cessna 550
2007-06-05,Non-Fatal,Substantial,Cessna,T210N,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna T210N
2007-06-07,Non-Fatal,Substantial,Piper,PA-44-180,2.0,Reciprocating,Instructional,,,,2.0,VMC,0.0,2.0,0.0,False,Piper PA-44-180
2007-06-08,Non-Fatal,Substantial,Raytheon Aircraft Company,A36,1.0,Reciprocating,Business,0.0,2.0,2.0,0.0,VMC,2.0,4.0,0.5,False,Raytheon Aircraft Company A36
2007-06-09,Non-Fatal,Substantial,Piper,PA38,1.0,,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Piper PA38
2007-06-10,Non-Fatal,Substantial,Cessna,172D,1.0,Reciprocating,Personal,,,,4.0,VMC,0.0,4.0,0.0,False,Cessna 172D
2007-06-10,Non-Fatal,Substantial,Cirrus,SR22,1.0,Reciprocating,Business,,,,3.0,VMC,0.0,3.0,0.0,False,Cirrus SR22
2007-06-10,Non-Fatal,Substantial,Piper,PA-16,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Piper PA-16
2007-06-10,Non-Fatal,Substantial,Cessna,150L,1.0,Reciprocating,Personal,,,2.0,,VMC,0.0,2.0,0.0,False,Cessna 150L
2007-06-10,Non-Fatal,Substantial,Piper,PA-24-250,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Piper PA-24-250
2007-06-10,Non-Fatal,Substantial,Cessna,170,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna 170
2007-06-13,Non-Fatal,Substantial,Piper,PA-28RT-201,1.0,Reciprocating,Personal,,,2.0,,IMC,0.0,2.0,0.0,False,Piper PA-28RT-201
2007-06-14,Non-Fatal,Substantial,Cessna,210M,1.0,Reciprocating,Personal,,,2.0,,VMC,0.0,2.0,0.0,False,Cessna 210M
2007-06-15,Non-Fatal,Substantial,Cessna,150H,1.0,Reciprocating,Personal,,,2.0,,VMC,0.0,2.0,0.0,False,Cessna 150H
2007-06-15,Non-Fatal,Destroyed,Cessna,150J,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,True,Cessna 150J
2007-06-19,Non-Fatal,Substantial,Cessna,195,1.0,Reciprocating,Personal,,,,3.0,VMC,0.0,3.0,0.0,False,Cessna 195
2007-06-20,Non-Fatal,Substantial,Beech,B36TC,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Beech B36TC
2007-06-22,Non-Fatal,Substantial,Cessna,182,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna 182
2007-06-22,Non-Fatal,Substantial,Beech,A36,1.0,Reciprocating,Personal,,2.0,,,VMC,2.0,2.0,1.0,False,Beech A36
2007-06-22,Non-Fatal,Substantial,Piper,PA-32-301T,1.0,Reciprocating,Personal,,,2.0,,VMC,0.0,2.0,0.0,False,Piper PA-32-301T
2007-06-22,Non-Fatal,Substantial,Piper,PA-30,2.0,Reciprocating,Personal,,,,4.0,VMC,0.0,4.0,0.0,False,Piper PA-30
2007-06-24,Non-Fatal,Substantial,Cessna,170A,1.0,Reciprocating,Personal,,1.0,,2.0,VMC,1.0,3.0,0.3333333333333333,False,Cessna 170A
2007-06-24,Non-Fatal,Substantial,Grumman,G21A,2.0,Reciprocating,Positioning,,,,2.0,VMC,0.0,2.0,0.0,False,Grumman G21A
2007-06-25,Non-Fatal,Substantial,Cessna,172S,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna 172S
2007-06-25,Non-Fatal,Substantial,Piper,J3F-65,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Piper J3F-65
2007-06-26,Non-Fatal,Substantial,Cessna,172N,1.0,Reciprocating,Instructional,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna 172N
2007-06-26,Non-Fatal,Substantial,Aeronca,7AC,1.0,Reciprocating,Personal,,,2.0,,VMC,0.0,2.0,0.0,False,Aeronca 7AC
2007-06-27,Non-Fatal,Substantial,Douglas,MD 83,2.0,Turbo Fan,,,,,501.0,VMC,0.0,501.0,0.0,False,Douglas MD 83
2007-06-27,Non-Fatal,Minor,Boeing,777-222,2.0,Turbo Fan,,,,,501.0,VMC,0.0,501.0,0.0,False,Boeing 777-222
2007-06-28,Fatal(3),Destroyed,Piper,PA-46-500TP,1.0,Turbo Prop,Personal,3.0,,,,VMC,3.0,3.0,1.0,True,Piper PA-46-500TP
2007-06-29,Non-Fatal,Substantial,Piper,PA 28R-180,1.0,Reciprocating,Personal,,,,4.0,VMC,0.0,4.0,0.0,False,Piper PA 28R-180
2007-06-30,Non-Fatal,Substantial,Piper,PA28R-200,1.0,Reciprocating,Instructional,,,,2.0,VMC,0.0,2.0,0.0,False,Piper PA28R-200
2007-06-30,Fatal(2),Destroyed,Cessna,500,2.0,Turbo Fan,Personal,2.0,,1.0,,VMC,2.0,3.0,0.6666666666666666,True,Cessna 500
2007-07-01,Non-Fatal,Substantial,Mooney,M20R,1.0,Reciprocating,Personal,,,,3.0,VMC,0.0,3.0,0.0,False,Mooney M20R
2007-07-01,Non-Fatal,Substantial,Cessna,172S,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna 172S
2007-07-01,Non-Fatal,Substantial,Piper,PA-24-250,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Piper PA-24-250
2007-07-01,Non-Fatal,Substantial,Cessna,180A,1.0,Reciprocating,Personal,,,,4.0,VMC,0.0,4.0,0.0,False,Cessna 180A
2007-07-02,Non-Fatal,Substantial,Piper,PA-34-200,1.0,Reciprocating,Personal,,,,4.0,VMC,0.0,4.0,0.0,False,Piper PA-34-200
2007-07-03,Non-Fatal,Substantial,Cessna,T210N,1.0,Reciprocating,Business,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna T210N
2007-07-03,Fatal(2),Destroyed,Beech,E90,2.0,Turbo Prop,Personal,2.0,,,,IMC,2.0,2.0,1.0,True,Beech E90
2007-07-04,Non-Fatal,Substantial,Boeing,N2S-3,1.0,Reciprocating,Personal,,,2.0,,VMC,0.0,2.0,0.0,False,Boeing N2S-3
2007-07-05,Non-Fatal,Substantial,Cessna,195,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna 195
2007-07-05,Non-Fatal,Substantial,Cessna,185F,1.0,Reciprocating,Personal,,,1.0,3.0,VMC,0.0,4.0,0.0,False,Cessna 185F
2007-07-06,Non-Fatal,Substantial,Piper,PA-28-181,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Piper PA-28-181
2007-07-07,Non-Fatal,Substantial,Cessna,170,1.0,Reciprocating,Personal,,,2.0,1.0,VMC,0.0,3.0,0.0,False,Cessna 170
2007-07-08,Fatal(2),Substantial,Mooney,M20F,1.0,Reciprocating,Personal,2.0,2.0,0.0,0.0,VMC,4.0,4.0,1.0,False,Mooney M20F
2007-07-08,Non-Fatal,Substantial,Cessna,182K,1.0,Reciprocating,Personal,,,2.0,1.0,VMC,0.0,3.0,0.0,False,Cessna 182K
2007-07-08,Non-Fatal,Substantial,Cessna,182Q,1.0,Reciprocating,Personal,,,,4.0,VMC,0.0,4.0,0.0,False,Cessna 182Q
2007-07-08,Non-Fatal,Minor,Beech,B90,2.0,Turbo Prop,Skydiving,,1.0,,12.0,VMC,1.0,13.0,0.07692307692307693,False,Beech B90
2007-07-09,Fatal(2),Substantial,Piper,PA-30,2.0,Reciprocating,Personal,2.0,,,,VMC,2.0,2.0,1.0,False,Piper PA-30
2007-07-09,Non-Fatal,Substantial,Cessna,182K,1.0,Reciprocating,Personal,,,1.0,2.0,VMC,0.0,3.0,0.0,False,Cessna 182K
2007-07-10,Non-Fatal,Substantial,Cessna,182R,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna 182R
2007-07-10,Fatal(5),Destroyed,Cessna,310R,2.0,Reciprocating,Executive/Corporate,5.0,4.0,,,VMC,9.0,9.0,1.0,True,Cessna 310R
2007-07-12,Non-Fatal,Substantial,Piper,PA-23-160,2.0,Reciprocating,Instructional,,,1.0,1.0,VMC,0.0,2.0,0.0,False,Piper PA-23-160
2007-07-12,Non-Fatal,,Boeing,777-232,2.0,Turbo Fan,,,1.0,,250.0,VMC,1.0,251.0,0.00398406374501992,False,Boeing 777-232
2007-07-13,Non-Fatal,Substantial,Piper,PA-18-150,1.0,Reciprocating,Aerial Observation,,,,2.0,VMC,0.0,2.0,0.0,False,Piper PA-18-150
2007-07-14,Non-Fatal,Substantial,Cessna,180,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna 180
2007-07-14,Non-Fatal,Substantial,Cessna,180,1.0,Reciprocating,Personal,,,,4.0,VMC,0.0,4.0,0.0,False,Cessna 180
2007-07-15,Non-Fatal,Substantial,Cessna,182B,1.0,Reciprocating,Personal,,,,3.0,VMC,0.0,3.0,0.0,False,Cessna 182B
2007-07-15,Non-Fatal,Substantial,Cessna,172M,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna 172M
2007-07-15,Incident,,Cirrus,SR22,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Cirrus SR22
2007-07-18,Non-Fatal,Substantial,Cessna,172S,1.0,Reciprocating,Instructional,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna 172S
2007-07-20,Non-Fatal,Substantial,Cessna,150M,1.0,Reciprocating,Instructional,,,1.0,1.0,VMC,0.0,2.0,0.0,False,Cessna 150M
2007-07-24,Non-Fatal,Substantial,Cessna,182P,1.0,Reciprocating,Business,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna 182P
2007-07-24,Non-Fatal,Substantial,Flight Design,CTSW,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Flight Design CTSW
2007-07-25,Non-Fatal,Substantial,Aeronca,Champion,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Aeronca Champion
2007-07-26,Non-Fatal,Substantial,Cessna,182T,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna 182T
2007-07-26,Non-Fatal,Substantial,Piper,PA-18-135,1.0,Reciprocating,Instructional,,,,2.0,VMC,0.0,2.0,0.0,False,Piper PA-18-135
2007-07-26,Non-Fatal,Substantial,Beech,A36,1.0,Reciprocating,Personal,,,,5.0,VMC,0.0,5.0,0.0,False,Beech A36
2007-07-27,Non-Fatal,Substantial,Beech,65-A90,2.0,Turbo Prop,Business,,,,3.0,VMC,0.0,3.0,0.0,False,Beech 65-A90
2007-07-28,Non-Fatal,Substantial,Cessna,170 B,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna 170 B
2007-07-28,Non-Fatal,Substantial,Cessna,150H,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna 150H
2007-07-31,Non-Fatal,Substantial,Piper,PA-28-161,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Piper PA-28-161
2007-08-01,Non-Fatal,Substantial,Cessna,180A,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna 180A
